Name|Fatiguing|Concentration|Maintenance|Mental Contact|Prerequisites|Description|Try Again|Action|
Mind Probe|Fatiguing||Concentration|Mental Contact||You can mentally probe a subject's mind for information. The target gets a Will save.</p><p>If the target fails the save, you can ask any one question and receive the answer from the target's mind. If the target doesn't know the answer, then you know that. Especially personal or guarded information grants the target a +1 to +5 bonus on the Will save, while information the subject doesn't consciously know (because it is subconscious or forgotten due to amnesia, for example) grants a +5 to +10 bonus on the Will save.</p><p>You can continue to ask questions, one per round, for as long as you maintain your Mind Probe. Each question requires an additional Will save by the target and another Resilience roll on your part.|Yes, but the target gets a cumulative +1 bonus to the Will save for each new attempt in the same scene.|Mind Probe is a full-round action. |
Mind Reading|Fatiguing|Maintenance||Mental Contact||You can read another creature's thoughts. The target makes a Will save. If the target fails the save, you can read the target's surface thoughts (whatever the target is presently thinking). Mind Reading transcends language; you comprehend the target's thoughts whether or not you share a language. If you fail your Mind Reading check, you cannot read the target's mind.</p><p>If you can interact with your subject, a successful <a href="Skills.php?Name=Bluff">Bluff</a> check against the target's <a href="Skills.php?Name=Sense%20Motive">Sense Motive</a> check causes the subject to think consciously about a particular piece of information you're looking for, such as a password or name, allowing you to pluck it from the subject's surface thoughts.</p><p><b>Sense Minds:</b> You can determine the presence and location of other minds. Make a Difficulty 15 Mind Reading check to sense the presence of any creature with an Intelligence score within 30 feet of you. For every factor of 10 you extend your sensing radius, the Difficulty increases by 5.</p><table class="last-row" width="400px"><th class="center">Difficulty</th><th>Radius</th><tr class="odd-row"><td class="center">15</td><td>30 feet</td></tr><tr><td class="center">20</td><td>300 feet</td></tr><tr class="odd-row"><td class="center">25</td><td>3,000 feet (about one-half mile)</td></tr><tr><td class="center">30</td><td>30,000 feet (about 5 miles)</td></tr><tr class="odd-row"><td class="center">35</td><td>300,000 feet (about 50 miles)</td></tr><tr><td class="center">40</td><td>3,000,000 feet (about 500 miles)</td></tr></table><p>With a successful check, you sense the presence of other minds, their approximate number, their general type (animal, humanoid, and so forth), and their approximate location. The larger the number of minds, the more general the information tends to be. <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> opposes this use of Mind Reading. A <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> check greater than your Mind Reading check allows a creature to go unnoticed.</p><p>You can focus your attempt to sense minds on a particular place you can see, such as a building or island within range, for example. This use of Mind Reading is not fatiguing and does not require mental contact.|Yes, but the target gets a cumulative +1 bonus to the Will save for each new attempt in the same scene.||
Mind Shaping|Fatiguing|||Mental Contact||Mind Shaping allows you to remove psychic influence or to alter memories and behavior. Make a Mind Shaping check, with the Difficulty determined by the task.</p><p><b>Remove Mental Influence:</b> Make a Mind Shaping check with a Difficulty equal to the check result of a mind-affecting power. If you succeed, that power no longer affects the subject. Note this only removes the effects of ongoing powers, not permanent aftereffects. This means you could use Mind Shaping to remove a <a href="Powers.php?Name=Dominate">Dominate</a> or <a href="Powers.php?Name=Illusion">Illusion</a> effect, but not to restore damage caused by a psychic attack (for that, use the <a href="Powers.php?Name=Cure">Cure</a> power). You can undo the effects of Mind Shaping used to alter the subject's mind by equaling or exceeding the Mind Shaping check used to make the alterations.</p><p><b>Alter Psyche:</b> You can make changes in the subject's mind. The Difficulty is based on the extent of the change you wish to make. False or altered memories can cause dissonance within the subject's mind, depending on how well they fit into the subject's other memories. If the subject notices a conflict between the false and true memories (Narrator's discretion), she gets an additional Will save to shake off the effect and regain her true memory. She gains a bonus of +1 to +4 on the save depending on how strong the dissonance is between the true and false memories.</p><table><th width="15%" class="center">Difficulty</th><th>Alteration</th><th width="15%">Time</th><tr class="odd-row"><td class="center">15</td><td>Alter a single unimportant fact or brief recollection, about 5 minutes worth of memory.</td><td>1&nbsp;full&nbsp;round</td></tr><tr><td class="center">20</td><td>Alter a single fact or an hour's worth of memory.</td><td>1&nbsp;min</td></tr><tr class="odd-row"><td class="center">25</td><td>Alter a single significant fact, such as the name of the subject's spouse, or a day's worth of memory.</td><td>10&nbsp;min</td></tr><tr><td class="center">30</td><td>Alter a deeply personal fact, such as the subject's name, or a week's worth of memory.</td><td>1&nbsp;hour</td></tr><tr class="odd-row"><td class="center">35</td><td>Alter up to a month's worth of memory.</td><td>6&nbsp;hrs</td></tr><tr><td class="center">40</td><td>Alter up to a year's worth of memory. Give the subject an entirely new personality, complete with false memories, or erase the subject's entire memory, causing total amnesia.</td><td>10&nbsp;hrs</td></tr></table><p><b>Special:</b> Taking 20 requires twenty times the usual time. Generally, this means the subject must be cooperative, unconscious, or restrained in some way. Taking 20 increases the Resilience roll Difficulty by +20 as well.|If you fail a Mind Shaping check, you must wait at least 24 hours before attempting the same task on the same subject.|Removing psychic influence is a full-round action. For altering a person's psyche, see the table.|
Mind Link||Maintenance|Concentration|||You can establish contact with another mind. The base Difficulty is 10, modified by familiarity. If the subject has a <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a>, you have to make a separate Mind Link check to overcome it. An unwilling subject also gets a Will saving throw to avoid contact. If the save is successful, no contact is made.</p><p>If you do not want the subject to know you are making mental contact, you can make a separate opposed Mind Link check against the subject's <a href="Skills.php?Name=Sense%20Motive">Sense Motive</a>, <a href="Powers.php?Name=Second%20Sight">Second Sight</a>, or <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> check (whichever has the highest bonus). If you win, the subject is unaware of your attempt. If the subject wins, she is aware of your attempt (whether you succeed or fail in actually establishing contact).</p><p>While you are in mental contact with another being, the two of you can communicate at the rate of normal speech, hearing each other's thoughts. You can also send a single visual image each round instead of speaking. Both you and the subject can choose to lie or omit information; you're "speaking" to each other mentally, not reading each other's thoughts. Mind Link is two-way, meaning you are in mental contact with the subject for purposes of her powers and vice versa.</p><p>If a friendly mental contact turns hostile, the subject can make a Will saving throw or <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> check to break contact. Once the subject has failed an attempt to eject the intruder from her mind, she can't break the contact.</p><p>If your Mind Link is broken, any other powers you are maintaining requiring mental contact are also broken.</p><p><b>Mentally Aiding Others:</b> While in mental contact with another character, you can use the <a href="Basics.php#Aid">aid action</a> (a standard action) to grant that character a +2 bonus on Will saving throws or on any skill check where your skill rank is equal to or greater than the subject's.</p><p><b>Mental Rapport:</b> Two or more characters with Mind Link can enter a mental rapport with each other, a deep and very intense state of mental contact. Each character establishes mental contact with the other, each of whom must be a willing participant. Characters in rapport are like one mind, each instantly aware of everything that the other thinks and experiences and able to share information instantly. Characters in rapport cannot deliberately lie to or deceive each other.</p><p><b>Mental Grapple:</b> With the Mind Link power you can attempt to <a href="CombatActions.php?Name=Mental%20Grapple">mentally grapple</a> another creature. You can attempt to freeze them in place or even drive them unconscious with your Mind Link power.</p><p><b>Deathcry:</b> If a creature you are in mental contact with dies, you must make a Will saving throw or <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> check (Difficulty 20) to avoid being dazed for 1 round by the psychic feedback and trauma. Since mental contact is a two-way phenomenon, this applies to any creature in mental contact with another, including all the creatures involved in a Mental Rapport. A creature can deliberately avoid letting out a deathcry when it dies by making a Will saving throw (Difficulty 20).|You can retry Mind Link freely, but retries on the same subject within the same scene are fatiguing. A use of Mind Link ends at the end of the current scene.|Mind Link is a move action. It requires concentration to maintain. |
Move Object|Fatiguing|Maintenance||||You can move objects with the power of your thoughts. A Move Object check allows you to move an object in your line of sight. The Difficulty of the Move Object check is based on the mass of the object you want to move and whether or not you choose to risk fatigue. A fatiguing use of Move Object can move ten times the mass listed on the table (so 20 pounds at Difficulty 10, up to 2,000 pounds at Difficulty 40) and doubles the listed damage.</p><table width="300px"><th class="center">Difficulty</th><th class="center">Mass</th><th class="center">Damage</th><tr class="odd-row"><td class="center">10</td><td class="center">2 lb.</td><td class="center">+1</td></tr><tr><td class="center">15</td><td class="center">5 lb.</td><td class="center">+2</td></tr><tr class="odd-row"><td class="center">20</td><td class="center">10 lb.</td><td class="center">+3</td></tr><tr><td class="center">25</td><td class="center">25 lb.</td><td class="center">+4</td></tr><tr class="odd-row"><td class="center">30</td><td class="center">50 lb.</td><td class="center">+5</td></tr><tr><td class="center">35</td><td class="center">100 lb.</td><td class="center">+6</td></tr><tr class="odd-row"><td class="center">40</td><td class="center">200 lb.</td><td class="center">+7</td></tr></table><p>You can move the object a distance of 5 feet times your Move Object rank per move action.</p><p>If two adepts vie for control of an object, use opposed Move Object checks. The winner controls the object for that round. If a creature is holding the object, make a Move Object check opposed by the creature's Strength check.</p><p><b>Grappling Creatures:</b> You can use Move Object to <a href="CombatActions.php?Name=Grapple">grapple</a> a creature. If you successfully <a href="PlayingConditions.php?Name=Pinned">pin</a> your target, you can treat them as an ordinary object for purposes of moving them with this ability.</p><p><b>Striking with Objects:</b> You can hurl objects at opponents. This requires a ranged attack roll and the object deals damage based on your Move Object skill check, as shown on the table. Since using Move Object is a move action, you can move an object and strike with it (as a standard action) in the same round.</p><p><b>Moving Multiple Objects:</b> As a full-round action, you can attempt to move multiple objects at once. Use the Difficulty of the heaviest object, then add +2 for each additional object and increase the fatigue check Difficulty by +2 for each additional object. You cannot strike a target with multiple objects as part of the same action.||Move Object is a move action. The power use lasts until the end of the current scene and requires concentration to maintain. |
Nature Reading||||||You are attuned to the flows of the natural world, able to read certain signs from it. You can learn the following:</p><ul><li>With a Difficulty 10 power check, you can immediately (as a reaction) identify any animal or plant, or tell if water in a natural environment is safe to drink.</li><li>With a minute of observation and a Difficulty 15 check, you can accurately predict the weather for one day for every 5 points you exceed the Difficulty.</li><li>Once per scene with 10 minutes of meditation, you can learn any three facts about the following: the ground or terrain, plants, minerals, bodies of water, people, general animal population, presence of animals, presence of powerful unnatural creatures, or the general state of the natural setting. This covers a 1-mile radius for every 5 points your power check exceeds Difficulty 10.</li></ul>||See the description.|
Object Reading||||||You can read psychic impressions from places and objects, getting images of their pasts, as if you were actually present at a particular past event.</p><p><b>Active Object Reading:</b> You can attempt to see the past of a particular place or object. You must be able to touch the object. This requires a full-round action and an Object Reading check. Active Object Reading is fatiguing. Note that if the object is imbued with <a href="EquipmentSupernatural.php">supernatural power</a>, you will be aware that it is supernatural, but you will need to make a second Object Reading check to activate the <em>Determine Powers</em> use.</p><p><b>Spontaneous Visions:</b> Your ability may also spontaneously activate at the Narrator's discretion when you are in contact with an object with particularly strong psychic impressions. This requires an Object Reading check.</p><p>Consult the table below for the results of a vision, based on the Object Reading check.</p><table class="last-row"><th width="15%" class="center">Difficulty</th><th>Result</th><tr class="odd-row"><td class="center">10</td><td>A vague vision that may not be accurate.</td></tr><tr><td class="center">15</td><td>A brief and accurate vision of the events.</td></tr><tr class="odd-row"><td class="center">20</td><td>A longer vision of the events, encompassing everything that took place in a particular place and time.</td></tr><tr><td class="center">25</td><td>The ability to move the vision backward or forward in time to review the event.</td></tr><tr class="odd-row"><td class="center">30</td><td>The ability to track the vision backward through time and space to trace an event to its origin.</td></tr><tr><td class="center">35</td><td>Near-complete knowledge of a particular past event and everything involving it.</td></tr></table></p><p><b>Determine Powers:</b> You can attempt to determine the exact properties of a supernatural item. The Difficulty for this check is equal to either 10 + the power bonus of the power, or equal to the save Difficulty of the power.</p><p>Impressions read from objects generally count as slightly familiar for the purposes of determining familiarity for other powers, possibly more if the vision was long or extremely accurate (in the Narrator's opinion).||Object Reading is a full-round action. |
Pain|Fatiguing||Concentration|Mental Contact||You can inflict terrible pain on a target. You must touch or be in mental contact with the target, who makes a Will saving throw. If the save fails, the target is stunned. So long as you maintain concentration, the effect continues. The victim gets a new Will save each round to overcome the pain. A successful Will save means your Pain power stops working. You must use it again to affect the target (with the usual increase in Resilience roll Difficulty for successive use). A target gets a +2 Will save bonus for each successive use of Pain in the same scene.||Pain is a standard action. |
Phase|Fatiguing|Maintenance||||You can shift yourself "out of phase" with the material world, becoming <a href="CreaturesSubTypes.php?Name=Incorporeal">incorporeal</a>. You are unaffected by the material world, able to pass through solid objects and creatures and move in any direction, including up or down, at half your normal movement speed. Attacks originating in the material world do not affect you, but you cannot touch or affect material things either. Supernatural powers that affect the mind or spirit still work on you and your supernatural powers of the same type work on material beings, so you can <a href="Powers.php?Name=Psychic%20Blast">Psychic Blast</a> a material creature while using Phase, for example, and they can <a href="Powers.php?Name=Psychic%20Blast">Psychic Blast</a> you, but you cannot use <a href="Powers.php?Name=Move%20Object">Move Object</a> or other powers affecting the material world, nor can you use the <a href="Powers.php?Name=Summon%20Spirit">Summon Spirit</a> power while you are out of phase.</p><p>If you carry additional mass along with you, make a Power check with the Difficulty based on the amount, as follows:</p><table width="300px"><th class="center">Difficulty</th><th>Mass</th><tr class="odd-row"><td class="center">15</td><td>up to 10 lb.</td></tr><tr><td class="center">20</td><td>20 lb.</td></tr><tr class="odd-row"><td class="center">25</td><td>50 lb.</td></tr><tr><td class="center">30</td><td>100 lb.</td></tr><tr class="odd-row"><td class="center">35</td><td>250 lb.</td></tr></table><p>You choose whether objects you are touching are pased as well or left behind (allowing you to phase out of things such as rope or manacles, or your clothes, for example). You cannot phase only part of an object or creature. All the material must be touching you or another solid object that is touching you in order to be phased. Creatures that do not wish to be phased can make a Will save, with success meaning they remain solid.</p><p>You remain out of phase for one round per power rank (this number must be the same as the ranks used to make a power check for additional mass, as noted above). If the power's duration ends while you are inside a material object, you are shunted into the nearest open space and must make a Toughness saving throw against +1 damager per 5 feet you travel in this manner. You can also renew your power's duration with a new Resilience roll.||Phase is a move action|
Plant Shaping|Fatiguing|||||You can shape living plants and, to a degree, dead wood and other plant materials.</p><p><b>Plant Healing:</b> You can heal injured or diseased plants. This requires you to touch the plant and make a Difficulty 15 Plant Shaping check. If you succeed, the plant is restored to health. Plants must be living and reasonably intact in order for this power to heal them.</p><p><b>Plant Growth:</b> You can promote rapid growth in plants, causing an area to become filled with thick undergrowth (see <a href="PlayingPhysical.php#HamperedMovement">Hampered Movement</a>). This affects a radius equal to your power ranks times 20 feet. You can also focus the power on a specific area with a 20-foot radius. Plants there become so overgrown they entangle anyone in the area, who must make a Reflex saving throw. A failed save means the target is bound and helpless, needing a Difficulty 20 Strength or Escape Artist check to get free. A successful save means the target isn't trapped, but must still contend with the thick undergrowth created by the tangled plants. Finally, you can use plant growth to enrich an area with a radius equal to your power ranks times 200 feet, increasing the yield and growth of crops there by 50 percent for the season.</p><p><b>Woodcrafting:</b> You can use Plant Shaping like a <a href="Skills.php?Name=Craft">Craft</a> skill to shape objects out of wood. This takes minutes instead of the hours of a normal <a href="Skills.php?Name=Craft">Craft</a> project. You can therefore complete a simple woodcraft project in a minute and an advanced one in an hour. See the <a href="Skills.php?Name=Craft">Craft skill</a> for details.||Plant healing is a full-round action. Plant growth is a standard action. Woodcrafting requires time based on the project (as noted above).|
Psychic Blast|Fatiguing|||||You can focus your power to psychically assault a target's mind. You can affect any target in your line of sight or in mental contact. The target makes a Will saving throw against your power's save Difficulty, with the results noted as <a href="CombatDamage.php#NonLethalDamage">non-lethal damage</a>. So a failed Will save results in a <a href="PlayingConditions.php?Name=Bruised">bruise</a>, failure by 5 or more in a <a href="PlayingConditions.php?Name=Dazed">daze</a>, and so forth. Psychic Blast cannot cause damage past <a href="PlayingConditions.php?Name=Unconscious">unconsciousness</a>.||Psychic Blast is a standard action. |
Psychic Reflection|||||<a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a>|You can reflect powers blocked by your <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> back at their originator. When your <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> successfully blocks a power directed at you, you can make a Psychic Reflection check against the same Difficulty. If you succeed, the power directed at you affects the attacker instead, using the attacker's bonus. You do not suffer fatigue for the reflected power (the attacker does), but you are in control of the effect. You must maintain the power yourself (if it can be maintained), and it has its normal effect and duration. The attacker may defend and save against the reflected power normally but cannot also reflect it using Psychic Reflection. Any attempt to do so simply causes the power's effect to dissipate.||Psychic Reflection is a reaction.|
Psychic Shield||||||You can shield your mind from psychic influences. When you are the target of a power granting a Will saving throw, make a Psychic Shield check. The attacker must make a power check using the attacking power. If your check result is higher, the power fails. If the attacker's result is higher, the power affects you normally, but you still get your normal saving throw.</p><p>You may choose to voluntarily lower your Psychic Shield as a free action, and can raise it again as a free action. Otherwise, your shield is always active, even if you are unconscious or sleeping.</p><p><b>Shields and Maintained Powers:</b> Once a power has overcome your Psychic Shield, it continues to affect you as long as the user maintains it. You're still entitled to your normal saving throws, if any, but your shield no longer protects you from that power. Once the attacker needs to make a new power check, however, your shield comes into play again and must be overcome again. For powers requiring mental contact, so long as the other adept remains in mental contact with you (inside your shield), he can use those powers freely without worrying about your shield.</p><p><b>Overcoming Psychic Shields:</b> An attacker can choose to suffer a fatigue result to gain a +5 bonus to overcome your Psychic Shield. This is in addition to any fatigue caused by the power used against you. If you also choose to suffer a fatigue result, the attacker loses the bonus and must roll normally to overcome your shield. This process takes no actual time; it happens as part of the check to overcome the Psychic Shield. An attacker trying to avoid notice cannot use this option, since it makes it immediately apparent that you are under psychic attack.||Using Psychic Shield as a defense is a reaction; raising or lowering your shield is a free action. |
Psychic Trap|||||<a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a>|You can psychically act against anyone who tries to overcome your psychic defenses. When an opponent attempts to use a power against you and fails to overcome your <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a>, you get an immediate power use against the attacker as a reaction. This can be any power you can use as a standard or move action, but not a full-round action. If the power requires mental contact, you are considered in mental contact with your opponent for the purposes of using it. You only get one free power use per opponent per round, regardless of the number of attempts to overcome your <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a>. The reactive power has its normal Difficulty and fatigue.||Psychic Trap is a reaction. |
Psychic Weapon|Fatiguing|Maintenance||||You can create a melee weapon out of psychic energy. Take a move action to create the psychic weapon in your hand. The appearance of the weapon is up to you; its effects are the same regardless. You wield a psychic weapon like a normal melee weapon, except you are automatically considered trained with it.</p><p>The psychic weapon inflicts +1 damage per 4 power ranks. Add your key ability for Psychic Weapon rather than your Strength to the weapon's damage. This damage ignores physical armor. You can score a critical hit with your Psychic Weapon on a natural roll of 20, inflicting an additional +3 damage.</p><p>A psychic weapon is immaterial and only affects creatures with an Intelligence score. It has no effect on non-intelligent creatures or objects, meaning it cannot <a href="CombatActions.php?Name=Sunder">sunder</a> or even <a href="Combat.php#Parry">parry</a> a material weapon. Two psychic weapons affect each other normally. If your psychic weapon is somehow knocked from your grasp or sundered by another psychic weapon, you can recreate it by taking a move action to do so.</p><p>The weapon lasts for one round per power rank after you summon it. Your psychic weapon disappears if you are <a href="PlayingConditions.php?Name=Stunned">stunned</a> or <a href="PlayingConditions.php?Name=Unconscious">unconscious</a>.||Creating a Psychic Weapon is a move action.|
Scrying|Fatiguing||Concentration|||You can sense distant events as if you were physically present at them. Make a Scrying check to sense a particular place, creature, or thing known to you. The base Difficulty is 10, modified by familiarity. If successful, you can observe the subject as if you were present. The vision lasts for as long as you maintain it, but your ordinary senses are overridden, so you are unaware of what is happening near you while you are observing events elsewhere. A subject observed via Scrying is considered present in terms of familiarity, but not in your actual line of sight.</p><p>Scrying creates a psychic disturbance, which creatures with Intelligence 0 or better can sense. Any such creature under observation can make a <a href="Skills.php?Name=Sense%20Motive">Sense Motive</a> or <a href="Powers.php?Name=Second%20Sight">Second Sight</a> check, opposed by your Scrying check. Creatures with no supernatural abilities get the intense feeling of being watched. Creatures with power ranks see a glowing or shadowy image of you. You also have a present familiarity for any creature that senses you for the purposes of that creature's powers, meaning they may affect you in return.||Scrying is a full-round action. |
Second Sight||||||You can sense the use and lingering effects of supernatural powers. Make a Second Sight check to detect powers in use in your vicinity, to sense an attempt at mental contact, or to detect and read the supernatural "signature" left behind by powers. You can also use this power to detect spirits in the area.</p><p><b>Sense Powers:</b> The Narrator makes a Second Sight check for you in secret as a reaction whenever supernatural powers are used in your general area. The base Difficulty is 10 or the user's <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> check result, whichever is greater, and the Difficulty increases by +1 for every 10 feet between you and the user or subject of the power (whichever is closer). A successful result means you sense the power use. You also know the general direction and distance to the source of the power and its target. If you succeed by 5 or more, you know which power was used. If you succeed by 10 or more, you also recognize the user, if known to you.</p><p><b>Sense Mind Link:</b> You make a Second Sight check against the other's <a href="Powers.php?Name=Mind%20Link">Mind Link</a> check to know when someone is trying to secretly get into mental contact with you. If you win the check, you sense the attempt, but you might not be able to avoid it (depending on the results of your <a href="Powers.php?Name=Psychic%20Shield">Psychic Shield</a> check and Will save).</p><p><b>Sense Supernatural Signature:</b> If you also have the Object Reading power, you can sense old uses of supernatural powers in an area. The base Second Sight Difficulty is 15 to detect that powers were used in the area in the past, and 20 to determine what power was used and roughly when. It is Difficulty 25 to know exactly what or whom the power was used on. Sensing supernatural signatures is fatiguing.</p><p><b>Detect Spirits:</b> You make a Second Sight check to detect the presence of any <a href="CreatureTypes.php?Name=Spirit">spirit creatures</a> in the area. The base Second Sight Difficulty is 15 to detect that spirits exist nearby. It is Difficulty 25 to know details about the spirits such as their names (if any), any skills, feats or powers they may possess, or any mortals they may be assisting.|No.|Sensing power use and mental contact are reactions, taking no time. Sensing signatures and spirits requires a full-round action.|
Self-Shaping|Fatiguing||||<a href="Powers.php?Name=Body%20Control">Body Control</a> rank 12|You can reshape your body to assume the form of another creature. The new form must be a humanoid or animal, with a level no greater than your total level.</p><p>If you are slain or knocked unconscious while using this ability, you revert to your original form. You gain the Strength, Dexterity, and Constitution scores of the new form, but retain your own Intelligence, Wisdom, and Charisma scores. You also gain the new form's speed and qualities, and you retain your own base combat bonus, saving throws, and skills (modified by your new ability scores).</p><p>You can freely designate the new form's cosmetic qualities (such as hair color, hair texture, and skin color, for example) within the normal ranges for a creature of that type. The new form's significant physical qualities (such as height, weight, and gender) are also under your control, but must fall within the norms for the new form's species. You are effectively disguised as an average member of that species. If you use this ability to create a disguise, you get a +10 bonus on your <a href="Skills.php?Name=Disguise">Disguise</a> check.</p><p>Your equipment is not affected by the transformation. Any clothing or equipment that cannot be worn by your new form drops off. Likewise, when you return to your normal form, you have only what you are carrying or wearing. This usually leaves you naked if you were in animal form. At the Narrator's discretion, some supernatural items may disappear into your changed form, reappearing when you assume your normal form.</p><p>It requires a full-round action to undergo a transformation, during which you can do nothing else. The transformation lasts for one hour per power rank, but you can make an additional fatigue save to maintain a form for another hour per power rank.</p><p>Assuming a shape with an average species Intelligence lower than your species poses an additional danger: each hour you must make a Will saving throw (Difficulty 15) or lose a point of Intelligence. If your Intelligence score drops to the natural level for that species, you become that creature in mind, as well as body. The effect of your Self-Shaping becomes permanent, and your normal identity is lost. You remain trapped until someone else achieves a Difficulty 30 Mind Link to reach and reawaken your normal self, allowing you to return to normal form.|||
Severance|Fatiguing|||Mental Contact|<a href="Powers.php?Name=Ward">Ward</a> rank 13|You can remove another creature's supernatural powers. You must be in mental contact with the subject. Make a <a href="Powers.php?Name=Ward">Ward</a> check (Difficulty 30) as a full-round action to deprive the subject of powers. The target makes a Will saving throw against your power save Difficulty. If the check succeeds and the Will save fails, the subject loses use of all supernatural powers, while retaining knowledge of those abilities. The target gets an additional Will save each day to regain lost powers, and a use of <a href="Powers.php?Name=Mind%20Shaping">Mind Shaping</a> or another use of this power can reverse the effect (Difficulty 30). You can only take 10 or 20 on the <a href="Powers.php?Name=Ward">Ward</a> check if the target is helpless. |
Sleep|Fatiguing|||Mental Contact||You can psychically put a target into a deep sleep. The target gets a Will saving throw. Success negates the effect. If the Will save fails, the creature falls instantly asleep and remains so until the end of the current scene. Sleeping creatures are helpless. Slapping or any damage awakens them, but normal noise does not. Awakening the creature requires a standard action. Creatures that do not normally sleep are unaffected by this power.||Sleep is a standard action. It lasts until the end of the current scene. |
Suggestion|Fatiguing|||||You can implant suggestions into the minds of others. The suggestion must be worded in such a manner as to make the activity sound reasonable. Asking a creature to shoot or stab itself, immolate itself, or do some other obviously harmful act automatically fails. However, a suggestion that a pool of acid is actually pure water and that a quick dip would be refreshing is another matter.</p><p>If the target's Will saving throw fails, the suggested course of action is followed for up to 30 minutes per power rank, or until the course of action is complete, whichever comes first. You can also specify conditions that trigger a particular course of action, in which case the duration is counted from when the triggering event occurs. A very reasonable suggestion may impose a saving throw penalty of -1 or -2, at the Narrator's discretion.|No. You can attempt to affect the same character after some time has passed, but not in the same scene.|Suggestion is a full-round action. It lasts for 30 minutes per rank.|
Summon Spirit|Fatiguing||Concentration|||You can summon a spirit to engage in combat for you, to provide you with supernatural assistance, or simply to obey your commands. The spirit will remain with you for one round per power rank, until you stop maintaining the power, or until it is destroyed.</p><p><strong>Combat:</strong> You may choose to summoun a spirit creature filled with rage and fury, that will attack whoever you indicate until the power finishes. This spirit may appear in any fashion you wish (although it may not replicate specific individuals), and enters into combat as a <a href="CombatModifiers.php?Name=Minions">minion</a> with a level equal to your power check minus 15. The minimum level of the summouned spirit is one. All rules associated with minions apply -- so your spirit will be destroyed if it ever fails a Toughness save. If your concentration fails, the spirit disappears.</p><p><strong>Supernatural Assistance:</strong> You may choose to summoun a spirit creature that can exert some influence on the world through a supernatural power. Choose a power when you summoun the spirit and make a power check. Your spirit has a number of ranks equal to your power check minus ten. A spirit can indeed have negative ranks in a power, so there is no minimum. A spirit has no modifiers on its power check beyond the number of ranks. With an influence (<a href="Skills.php?Name=Diplomacy">Diplomacy</a> or <a href="Skills.php?Name=Intimidate">Intimidate</a>) check (Difficulty equal to your Summoun Spirit check result) you can direct the spirit to use its power as you wish. Each time you wish the spirit to use its power (or if you wish the spirit to maintain a power for another round) you must make another influence check. The spirit's powers are cast by the spirit, not by you, so powers that affect the self (<a href="Powers.php?Name=Enhance+Ability">Enhance Ability</a>, for example) affect the spirit, not you. The spirit's powers have a Save Difficulty of 9 plus half the spirit's ranks. If you cease concentrating, the spirit disappears.</p><p><strong>Spirit Creature:</strong> If you wish, you may use this power to summoun a spirit creature of a more significant type. To summon such a spirit, make a power check with a Difficulty of 10 + the level of the spirit. The summoning lasts a full round, at the end of which the spirit appears. The spirit is not bound to obey you, so you must convince it to do your will using either <a href="Skills.php?Name=Diplomacy">Diplomacy</a> or <a href="Skills.php?Name=Intimidate">Intimidate</a>. If you cannot convince the spirit to do your bidding, it may remain in the area it was summoned for one round per level, and it may do whatever it wishes (including attack you). You may dismiss the spirit at any time, although if it is unwilling to go, it gets a Will save. If you cease concentrating, the spirit can likewise remain in the area it was summouned for one round per level, again doing whatever it wishes. You cannot regain control of a spirit you have ceased concentrating on without using a power such as <a href="Powers.php?Name=Dominate">Dominate</a>.</p><p>Usually the spirit summoned is not one of <a href="Creatures.php?Type=Spirit">the described creatures of the spirit type</a>, but a more generic creature of that type. Use the rules in the <a href="CreaturesTypes.php?Name=Spirit">spirit type description</a> to create your spirit.||Summon Spirit is a full-round action.|
Supernatural Speed|Fatiguing||||<a href="Powers.php?Name=Body%20Control">Body Control</a>|You can move at great speed in short bursts. When you use this feat, make a power check. For every 5 points of your check, your speed increases by 10 ft. (so a character with a base speed of 30 ft. per round will go 40 ft. per round with a check of 5 or less, 50 ft. with a result of 6-10, 60 ft. with a result of 11-15, and so on). You also multiply your <a href="Skills.php?Name=Jump">Jump</a> distance by half your ranks.</p><p>Each use of Supernatural Speed lasts for only one round.||Supernatural Speed is a move action.|
